,title,authors,date,journal,citations,references,paper_link,authors_full,affiliation
132,"Tuning element distribution, structure and properties by composition in high-entropy alloys","Ding, QQ Zhang, Y ... Yu, Q",Oct 10 2019,NATURE,475,37,/wos/woscc/full-record/WOS:000489784200042,"Ding, QQ; Zhang, Y; Chen, X; Fu, XQ; Chen, DK; Chen, SJ; Gu, L; Wei, F; Bei, HB; Gao, YF; Wen, MR; Li, JX; Zhang, Z; Zhu, T; Ritchie, RO; Yu, Q","Zhejiang Univ, Ctr Electron Microscopy, Hangzhou, Zhejiang, Peoples R China; Zhejiang Univ, State Key Lab Silicon Mat, Dept Mat Sci & Engn, Hangzhou, Zhejiang, Peoples R China; Georgia Inst Technol, Woodruff Sch Mech Engn, Atlanta, GA 30332 USA; Tsinghua Univ, Beijing Key Lab Green Chem React Engn & Technol, Dept Chem Engn, Beijing, Peoples R China; Chinese Acad Sci, Beijing Natl Lab Condensed Matter Phys, Inst Phys, Beijing, Peoples R China; Chinese Acad Sci, Collaborat Innovat Ctr Quantum Matter, Inst Phys, Beijing, Peoples R China; Univ Tennessee, Dept Mat Sci & Engn, Knoxville, TN 37996 USA; Oak Ridge Natl Lab, Mat Sci & Technol Div, Oak Ridge, TN USA; Lawrence Berkeley Natl Lab, Mat Sci Div, Berkeley, CA 94720 USA; Univ Calif Berkeley, Dept Mat Sci & Engn, Berkeley, CA 94720 USA"
133,Active terahertz metamaterial devices,"Chen, HT Padilla, WJ ... Averitt, RD",Nov 30 2006,NATURE,1851,29,/wos/woscc/full-record/WOS:000242377600043,"Chen, HT; Padilla, WJ; Zide, JMO; Gossard, AC; Taylor, AJ; Averitt, RD","Los Alamos Natl Lab, Ctr Integrated Nanotechnol, Mat Phys & Applicat Div, Los Alamos, NM 87545 USA; Univ Calif Santa Barbara, Dept Mat, Santa Barbara, CA 93106 USA"
134,Emergent phenomena at oxide interfaces,"Hwang, HY Iwasa, Y ... Tokura, Y",Feb 2012,NATURE MATERIALS,1750,106,/wos/woscc/full-record/WOS:000299428700008,"Hwang, HY; Iwasa, Y; Kawasaki, M; Keimer, B; Nagaosa, N; Tokura, Y","RIKEN Adv Sci Inst, Correlated Elect Res Grp CERG, Wako, Saitama 3510198, Japan; RIKEN Adv Sci Inst, Cross Correlated Mat Res Grp CMRG, Wako, Saitama 3510198, Japan; Stanford Univ, Dept Appl Phys, Stanford, CA 94305 USA; Stanford Univ, Stanford Inst Mat & Energy Sci, Stanford, CA 94305 USA; Japan Sci & Technol Agcy JST, CREST, Tokyo 1020075, Japan; Univ Tokyo, Dept Appl Phys, Bunkyo Ku, Tokyo 1138656, Japan; Univ Tokyo, Quantum Phase Elect Ctr QPEC, Bunkyo Ku, Tokyo 1138656, Japan; Max Planck Inst Solid State Res, D-70569 Stuttgart, Germany; Japan Sci & Technol Agcy JST, Multiferro Project, ERATO, Tokyo 1138656, Japan"
135,Low-temperature solution-processed wavelength-tunable perovskites for lasing,"Xing, GC Mathews, N ... Sum, TC",May 2014,NATURE MATERIALS,2340,29,/wos/woscc/full-record/WOS:000334845600018,"Xing, GC; Mathews, N; Lim, SS; Yantara, N; Liu, XF; Sabba, D; Gratzel, M; Mhaisalkar, S; Sum, TC","Nanyang Technol Univ, Sch Phys & Math Sci, Div Phys & Appl Phys, Singapore 637371, Singapore; Nanyang Technol Univ, Sch Mat Sci & Engn, Singapore 639798, Singapore; NTU ERI N, Energy Res Inst, Singapore 637553, Singapore; Singapore Berkeley Res Initiat Sustainable Energy, Singapore 138602, Singapore; Swiss Fed Inst Technol, Dept Chem & Chem Engn, Lab Photon & Interfaces, CH-1015 Lausanne, Switzerland"
136,CdS quantum dots sensitized TiO2 nanotube-array photoelectrodes,"Sun, WT Yu, Y ... Peng, LM",Jan 30 2008,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,1038,39,/wos/woscc/full-record/WOS:000252634600006,"Sun, WT; Yu, Y; Pan, HY; Gao, XF; Chen, Q; Peng, LM","Peking Univ, Key Lab Phys & Chem Nanodevices, Beijing 100871, Peoples R China; Peking Univ, Dept Elect, Beijing 100871, Peoples R China"
137,Energy gaps in graphene nanoribbons,"Son, YW Cohen, ML Louie, SG",Nov 24 2006,PHYSICAL REVIEW LETTERS,4122,38,/wos/woscc/full-record/WOS:000242219900037,"Son, YW; Cohen, ML; Louie, SG","Univ Calif Berkeley, Dept Phys, Berkeley, CA 94720 USA; Lawrence Berkeley Natl Lab, Div Mat Sci, Berkeley, CA 94720 USA"
138,Diverse Applications of Nanomedicine,"Pelaz, B Alexiou, CH ... Parak, WJ",Mar 2017,ACS NANO,709,793,/wos/woscc/full-record/WOS:000398014900002,"Pelaz, B; Alexiou, CH; Alvarez -Puebla, RA; Alves, F; Andrews, AM; Ashraf, S; Balogh, LP; Ballerini, L; Bestetti, A; Brendel, C; Bosi, S; Carril, M; Chan, WCW; Chen, CY; Chen, XD; Chen, XY; Cheng, Z; Cui, DX; Du, JZ; Dullin, C; Escudero, A; Feliu, N; Gao, MY; George, M; Gogotsi, Y; Grunweller, A; Gu, ZW; Halas, NJ; Hampp, N; Hartmann, RK; Hersam, MC; Hunziker, P; Jian, J; Jiang, XY; Jungebluth, P; Kadhiresan, P; Kataoka, K; Khademhosseini, A; Kopecek, J; Kotov, NA; Krug, HF; Lee, DS; Lehr, CM; Leong, KW; Liang, XJ; Lim, ML; Liz-Marzan, LM; Ma, XM; Macchiarini, P; Meng, H; Mohwald, H; Mulvaney, P; Nel, AE; Nie, SM; Nordlander, P; Okano, T; Oliveira, J; Park, TH; Penner, RM; Prato, M; Puntes, V; Rotello, VM; Samarakoon, A; Schaak, RE; Shen, YQ; Sjoqvist, S; Skirtach, AG; Soliman, MG; Stevens, MM; Sung, HW; Tang, BZ; Tietze, R; Udugama, BN; VanEpps, JS; Weil, T; Weiss, PS; Willner, I; Wu, YZ; Yang, LL; Yue, Z; Zhang, Q; Zhang, Q; Zhang, XE; Zhao, YL; Zhou, X; Parak, WJ","Univ Marburg, Fachbereich Phys, D-35037 Marburg, Germany; Univ Marburg, Fachbereich Med, D-35037 Marburg, Germany; Univ Marburg, Fachbereich Pharm, D-35037 Marburg, Germany; Univ Marburg, Dept Chem, D-35037 Marburg, Germany; Univ Hosp Erlangen, ENT Dept, Sect Expt Oncol & Nanomed, Else Kroner Fresenius Stiftung Professorship Nano, D-91054 Erlangen, Germany; Univ Rovira & Virgili, Dept Phys Chem, Tarragona 43007, Spain; ICREA, Pg Lluis Companys 23, Barcelona 08010, Spain; Univ Med Ctr Groningen, Dept Haematol & Med Oncol, D-37075 Gottingen, Germany; Univ Med Ctr Groningen, Dept Diagnost & Intervent Radiol, D-37075 Gottingen, Germany; Max Planck Inst Expt Med, Dept Mol Biol Neuronal Signals, D-37075 Gottingen, Germany; Univ Calif Los Angeles, Calif NanoSyst Inst, Los Angeles, CA 90095 USA; Univ Calif Los Angeles, Dept Chem & Biochem, Los Angeles, CA 90095 USA; Univ Calif Los Angeles, Dept Psychiat, Los Angeles, CA 90095 USA; Univ Calif Los Angeles, Semel Inst Neurosci & Human Behav, Los Angeles, CA 90095 USA; Univ Calif Los Angeles, Div NanoMed, Los Angeles, CA 90095 USA; Univ Calif Los Angeles, Ctr Environm Impact Nanotechnol, Los Angeles, CA 90095 USA; Univ Calif Los Angeles, Dept Mat Sci & Engn, Los Angeles, CA 90095 USA; AA Nanomed & Nanotechnol Consultants, N Andover, MA 01845 USA; Scuola Int Super Studi Avanzati, SISSA ISAS, I-34136 Trieste, Italy; Univ Melbourne, Sch Chem, Parkville, Vic 3010, Australia; Univ Melbourne, Bio21 Inst, Parkville, Vic 3010, Australia; Univ Trieste, Dept Chem & Pharmaceut Sci, I-34127 Trieste, Italy; CIC biomaGUNE, Paseo de Miramon 182, San Sebastian 20014, Spain; Ikerbasque, Basque Fdn Sci, Bilbao 48013, Spain; Univ Toronto, Inst Biomat & Biomed Engn, Toronto, ON M5S 3G9, Canada; Natl Ctr Nanosci & Technol China, CAS Ctr Excellence Nanosci, Beijing 100190, Peoples R China; Natl Ctr Nanosci & Technol China, CAS Key Lab Biomed Effects Nanomat & Nanosafety, Beijing 100190, Peoples R China; Nanyang Technol Univ, Sch Mat Sci & Engn, Singapore 639798, Singapore; Natl Inst Biomed Imaging & Bioengn, Lab Mol Imaging & Nanomed, NIH, Bethesda, MD 20892 USA; Stanford Univ, Canary Ctr Stanford Canc Early Detect, Mol Imaging Program Stanford, Stanford, CA 94305 USA; Stanford Univ, Canary Ctr Stanford Canc Early Detect, Bio X Program, Stanford, CA 94305 USA; Shanghai Jiao Tong Univ, Natl Ctr Translat Med, Sch Elect Informat & Elect Engn, Dept Instrument Sci & Engn,Inst Nano Biomed & Eng, Shanghai 200240, Peoples R China; Tongji Univ, Sch Mat Sci & Engn, Dept Polymer Mat, Shanghai, Peoples R China; Univ Seville, CSIC, Inst Ciencia Mat & Sevilla, Seville 41092, Spain; Karolinska Inst, Dept Clin Sci Intervent & Technol CLINTEC, Stockholm 14186, Sweden; Chinese Acad Sci, Inst Chem, Beijing 100190, Peoples R China; Nanion, D-80636 Munich, Germany; Sichuan Univ, Coll Polymer Sci & Engn, Chengdu 610000, Peoples R China; Drexel Univ, Dept Mat Sci & Engn, Philadelphia, PA 19104 USA; Drexel Univ, AJ Drexel Nanomat Inst, Philadelphia, PA 19104 USA; Rice Univ, Dept Phys, Houston, TX 77005 USA; Rice Univ, Dept Astron, Houston, TX 77005 USA; Northwestern Univ, Dept Mat Sci & Engn, Evanston, IL 60208 USA; Northwestern Univ, Dept Chem, Evanston, IL 60208 USA; Northwestern Univ, Dept Med, Evanston, IL 60208 USA; Univ Hosp, CH-4056 Basel, Switzerland; European Fdn Clin Nanomed, CLINAM, CH-4058 Basel, Switzerland; Zhejiang Univ, Dept Polymer Sci & Engn, Hangzhou 310027, Zhejiang, Peoples R China; Zhejiang Univ, Ctr Bionanoengn, Hangzhou 310027, Zhejiang, Peoples R China; Zhejiang Univ, Dept Chem & Biol Engn, Hangzhou 310027, Zhejiang, Peoples R China; Univ Klinikum Heidelberg, Thoraxklin Heidelberg, D-69120 Heidelberg, Germany; Univ Tokyo, Bunkyo Ku, Tokyo 1138654, Japan; Harvard Univ, Cambridge, MA 02139 USA; Univ Utah, Biomed Polymers Lab, Salt Lake City, UT 84112 USA; Univ Michigan, Emergency Med, Ann Arbor, MI 48019 USA; Fed Inst Mat Sci & Technol, EMPA, CH-9014 St Gallen, Switzerland; Seoul Natl Univ, Dept Mol Med & Biopharmaceut Sci, Seoul, South Korea; Seoul Natl Univ, Sch Chem & Biol Engn, Seoul, South Korea; Univ Saarland, Dept Pharm, D-66123 Saarbrucken, Germany; Helmholtz Center Infect Res, HIPS Helmhotz Inst Pharmaceut Res Saarland, D-66123 Saarbrucken, Germany; Columbia Univ, Dept Biomed Engn, New York, NY 10027 USA; Chinese Acad Sci, Lab Controllable Nanopharmaceut, Beijing 100190, Peoples R China; Ciber BBN, Biomed Res Networking Ctr Bioengn Biomat & Nanome, San Sebastian 20014, Spain; Kazan Fed Univ, Lab Bioengn Regenerat Med BioReM, Kazan 420008, Russia; Max Planck Inst Colloids & Interfaces, Dept Interfaces, D-14476 Potsdam, Germany; Emory Univ, Atlanta, GA 30322 USA; Tokyo Womens Med Univ, Tokyo 1628666, Japan; Wiley VCH, SMALL, Weinheim, Germany; Adv Inst Convergence Technol, Suwon, South Korea; Univ Calif Irvine, Dept Chem, Irvine, CA 92697 USA; UAB, Inst Catala Nanotecnol, Barcelona 08193, Spain; Vall Hebron Univ Hosp, Inst Res, Barcelona 08035, Spain; Univ Massachusetts, Dept Chem, Amherst, MA 01003 USA; Penn State Univ, Dept Chem, University Pk, PA 16802 USA; Univ Ghent, Dept Mol Biotechnol, B-9000 Ghent, Belgium; Univ London Imperial Coll Sci Technol & Med, Inst Biomed Engn, Dept Bioengn, Dept Mat, London SW7 2AZ, England; Chinese Natl Engn Res Ctr Tissue Restorat & Recon, Hong Kong Branch, Hong Kong, Hong Kong, Peoples R China; Natl Tsing Hua Univ, Dept Chem Engn, Hsinchu, Taiwan; Natl Tsing Hua Univ, Inst Biomed Engn, Hsinchu, Taiwan; Univ Ulm, Inst Organ Chem, D-89081 Ulm, Germany; Max Planck Inst Polymer Res, D-55128 Mainz, Germany; Hebrew Univ Jerusalem, Ctr Nanosci & Nanotechnol, Inst Chem, IL-91904 Jerusalem, Israel; Huazhong Univ Sci & Technol, Sch Chem & Chem Engn, Wuhan 430074, Peoples R China; Peking Univ, Sch Pharmaceut Sci, Beijing 100191, Peoples R China; Chinese Acad Sci, Inst Biophys, CAS Ctr Excellence Biomacromol, Natl Lab Biomacromol, 15 Datun Rd, Beijing, Peoples R China; Chinese Acad Sci, Wuhan Inst Phys & Math, State Key Lab Magnet Resonance & Atom & Mol Phys, Natl Ctr Magnet Resonance Wuhan,Key Lab Magnet Re, Wuhan 430071, Peoples R China"
139,A topological Dirac insulator in a quantum spin Hall phase,"Hsieh, D Qian, D ... Hasan, MZ",Apr 24 2008,NATURE,2606,36,/wos/woscc/full-record/WOS:000255208600034,"Hsieh, D; Qian, D; Wray, L; Xia, Y; Hor, YS; Cava, RJ; Hasan, MZ","Princeton Univ, Dept Phys, Joseph Henry Labs Phys, Princeton, NJ 08544 USA; Princeton Univ, Dept Chem, Princeton, NJ 08544 USA; Princeton Univ, Princeton Inst Sci & Technol Mat, Princeton Ctr Complex Mat, Princeton, NJ 08544 USA"
140,Magnetic 2D materials and heterostructures,"Gibertini, M Koperski, M ... Novoselov, KS",May 2019,NATURE NANOTECHNOLOGY,682,128,/wos/woscc/full-record/WOS:000467053100015,"Gibertini, M; Koperski, M; Morpurgo, AF; Novoselov, KS","Univ Geneva, Dept Quantum Matter Phys, Geneva, Switzerland; Ecole Polytech Fed Lausanne, Natl Ctr Computat Design & Discovery Novel Mat Ma, Lausanne, Switzerland; Univ Manchester, Sch Phys & Astron, Manchester, Lancs, England; Univ Manchester, Natl Graphene Inst, Manchester, Lancs, England; Univ Geneva, Grp Appl Phys, Geneva, Switzerland"
141,Quantum entanglement,"Horodecki, R Horodecki, P ... Horodecki, K",Apr-jun 2009,REVIEWS OF MODERN PHYSICS,5764,810,/wos/woscc/full-record/WOS:000267197500010,"Horodecki, R; Horodecki, P; Horodecki, M; Horodecki, K","Univ Gdansk, Inst Theoret Phys & Astrophys, PL-80952 Gdansk, Poland; Gdansk Univ Technol, Fac Appl Phys & Math, PL-80952 Gdansk, Poland; Univ Gdansk, Fac Math Phys & Comp Sci, PL-80952 Gdansk, Poland"
142,CuInS2 sensitized TiO2 hybrid nanofibers for improved photocatalytic CO2 reduction,"Xu, FY Zhang, JJ ... Xu, JS",Aug 15 2018,APPLIED CATALYSIS B-ENVIRONMENTAL,286,69,/wos/woscc/full-record/WOS:000429500100020,"Xu, FY; Zhang, JJ; Zhu, BC; Yu, JG; Xu, JS","Wuhan Univ Technol, State Key Lab Adv Technol Mat Synth & Proc, Luoshi Rd 122, Wuhan 430070, Hubei, Peoples R China; King Abdulaziz Univ, Fac Sci, Dept Phys, Jeddah 21589, Saudi Arabia; Queensland Univ Technol, Sch Chem Phys & Mech Engn, Brisbane, Qld 4000, Australia"
143,Topological photonics,"Ozawa, T Price, HM ... Carusotto, I",Mar 25 2019,REVIEWS OF MODERN PHYSICS,1400,778,/wos/woscc/full-record/WOS:000462967000002,"Ozawa, T; Price, HM; Amo, A; Goldman, N; Hafezi, M; Lu, L; Rechtsman, MC; Schuster, D; Simon, J; Zilberberg, O; Carusotto, I","RIKEN, Interdisciplinary Theoret & Math Sci Program iTHE, Wako, Saitama 3510198, Japan; Univ Libre Bruxelles, Ctr Nonlinear Phenomena & Complex Syst, CP 231,Campus Plaine, B-1050 Brussels, Belgium; Univ Trento, INO CNR BEC Ctr, I-38123 Povo, Italy; Univ Trento, Dipartimento Fis, I-38123 Povo, Italy; Univ Birmingham, Sch Phys & Astron, Birmingham B15 2TT, W Midlands, England; Univ Lille, CNRS, UMR 8523, Lab Phys Lasers Atomes & Mol,PhLAM, F-59000 Lille, France; Univ Maryland, Inst Res Elect & Appl Phys, Joint Quantum Inst, Dept Elect & Comp Engn,Dept Phys, College Pk, MD 20742 USA; Chinese Acad Sci, Beijing Natl Lab Condensed Matter Phys, Inst Phys, Beijing 100190, Peoples R China; Songshan Lake Mat Lab, Dongguan 523808, Guangdong, Peoples R China; Penn State Univ, Dept Phys, 104 Davey Lab, University Pk, PA 16802 USA; Univ Chicago, James Franck Inst, 5640 S Ellis Ave, Chicago, IL 60637 USA; Univ Chicago, Dept Phys, Chicago, IL 60637 USA; Swiss Fed Inst Technol, Inst Theoret Phys, CH-8093 Zurich, Switzerland"
144,"High electron mobility, quantum Hall effect and anomalous optical response in atomically thin InSe","Bandurin, DA Tyurnina, AV ... Cao, Y",Mar 2017,NATURE NANOTECHNOLOGY,788,31,/wos/woscc/full-record/WOS:000395933000012,"Bandurin, DA; Tyurnina, AV; Yu, GL; Mishchenko, A; Zolyomi, V; Morozov, SV; Kumar, RK; Gorbachev, RV; Kudrynskyi, ZR; Pezzini, S; Kovalyuk, ZD; Zeitler, U; Novoselov, KS; Patane, A; Eaves, L; Grigorieva, IV; Fal'ko, VI; Geim, AK; Cao, Y","Univ Manchester, Sch Phys & Astron, Oxford Rd, Manchester M13 9PL, Lancs, England; Skolkovo Inst Sci & Technol, Nobel St 3, Moscow 143026, Russia; Univ Manchester, Natl Graphene Inst, Manchester M13 9PL, Lancs, England; RAS, Inst Microelect Technol & High Purity Mat, Chernogolovka 142432, Russia; Natl Univ Sci & Technol MISiS, Leninsky Pr 4, Moscow 119049, Russia; Univ Nottingham, Sch Phys & Astron, Nottingham NG7 2RD, England; Radboud Univ Nijmegen, High Field Magnet Lab HFML EMFL, Toernooiveld 7, NL-6525 ED Nijmegen, Netherlands; Natl Acad Sci Ukraine, Inst Problems Mat Sci, UA-58001 Chernovtsy, Ukraine"
145,Nontemplate Synthesis of CH3NH3PbBr3 Perovskite Nanoparticles,"Schmidt, LC Pertegas, A ... Perez-Prieto, J",Jan 22 2014,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,917,26,/wos/woscc/full-record/WOS:000330202300008,"Schmidt, LC; Pertegas, A; Gonzalez-Carrero, S; Malinkiewicz, O; Agouram, S; Espallargas, GM; Bolink, HJ; Galian, RE; Perez-Prieto, J","Univ Valencia, Inst Ciencia Mol ICMol, Valencia 46980, Spain; Univ Valencia, Dept Appl Phys & Electromagnetism, E-46100 Burjassot, Spain"
146,Compound Copper Chalcogenide Nanocrystals,"Coughlan, C Ibanez, M ... Ryan, KM",May 10 2017,CHEMICAL REVIEWS,505,2162,/wos/woscc/full-record/WOS:000401307500001,"Krausz, F; Ivanov, M","Univ Munich, Dept Phys, D-85748 Garching, Germany; Natl Res Council Canada, Steacie Inst Mol Sci, Ottawa, ON K1A 0R6, Canada; Max Planck Inst Quantum Opt, D-85748 Garching, Germany"
147,Attosecond physics,"Krausz, F Ivanov, M",Jan-mar 2009,REVIEWS OF MODERN PHYSICS,3994,686,/wos/woscc/full-record/WOS:000264764600005,"Coughlan, C; Ibanez, M; Dobrozhan, O; Singh, A; Cabot, A; Ryan, KM","Univ Limerick, Dept Chem Sci, Limerick, Ireland; Univ Limerick, Bernal Inst, Limerick, Ireland; Catalonia Energy Res Inst IREC, Jardins Dones Negre 1,Pl 2, Barcelona 08930, Spain; Sumy State Univ, Dept Elect & Comp, 2 Rymskogo Korsakova St, UA-40007 Sumy, Ukraine; Los Alamos Natl Lab, Ctr Integrated Nanotechnol, Mat Phys & Applicat Div, Los Alamos, NM 87545 USA; Pg Lluis Co 23, ICREA, Barcelona 08010, Spain"
148,Ultrathin Black Phosphorus Nanosheets for Efficient Singlet Oxygen Generation,"Wang, H Yang, XZ ... Xie, Y",Sep 9 2015,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,708,37,/wos/woscc/full-record/WOS:000361251600030,"Wang, H; Yang, XZ; Shao, W; Chen, SC; Xie, JF; Zhang, XD; Wang, J; Xie, Y","Univ Sci & Technol China, Hefei Natl Lab Phys Sci Microscale, Collaborat Innovat Ctr Chem Energy Mat, Hefei 230026, Anhui, Peoples R China; Univ Sci & Technol China, Sch Life Sci, Hefei 230027, Anhui, Peoples R China"
149,Near-Infrared Photoluminescent Polymer-Carbon Nanodots with Two-Photon Fluorescence,"Lu, SY Sui, LZ ... Yang, B",Apr 18 2017,ADVANCED MATERIALS,542,41,/wos/woscc/full-record/WOS:000399313400002,"Lu, SY; Sui, LZ; Liu, JJ; Zhu, SJ; Chen, AM; Jin, MX; Yang, B","Jilin Univ, Coll Chem, State Key Lab Supramol Struct & Mat, Changchun 130012, Peoples R China; Zhengzhou Univ, Coll Chem & Mol Engn, Zhengzhou 450000, Peoples R China; Jilin Univ, Inst Atom & Mol Phys, Changchun 130012, Peoples R China; Jilin Univ, Jilin Prov Key Lab Appl Atom & Mol Spect, Changchun 130012, Peoples R China"
150,Room-temperature quantum hall effect in graphene,"Novoselov, KS Jiang, Z ... Geim, AK",Mar 9 2007,SCIENCE,2387,6,/wos/woscc/full-record/WOS:000244752200023,"Novoselov, KS; Jiang, Z; Zhang, Y; Morozov, SV; Stormer, HL; Zeitler, U; Maan, JC; Boebinger, GS; Kim, P; Geim, AK","Univ Manchester, Dept Phys, Manchester M13 9PL, Lancs, England; Columbia Univ, Dept Phys, New York, NY 10027 USA; Natl High Magnet Field Lab, Tallahassee, FL 32310 USA; Univ Nijmegen St Radboud Hosp, High Field Magnet Lab, NL-6525 ED Nijmegen, Netherlands"
151,Quantum Dot Light-Emitting Diodes for Uniform Eight-Segment Displays,"Zhao, J Zhang, Y ... Yu, WW",2015,ECS SOLID STATE LETTERS,1,31,/wos/woscc/full-record/WOS:000351733000003,"Zhao, J; Zhang, Y; Zhang, XY; Wang, Y; Yu, SY; Gao, WZ; Chu, HR; Wang, YD; Zhao, J; Yu, WW","Jilin Univ, State Key Lab Integrated Optoelect, Coll Elect Sci & Engn, Changchun 130012, Peoples R China; Jilin Univ, Coll Phys, State Key Lab Superhard Mat, Changchun 130012, Peoples R China; Chinese Acad Sci, Changchun Inst Opt Fine Mech & Phys, Changchun 130025, Peoples R China; Louisiana State Univ, Dept Chem & Phys, Shreveport, LA 71115 USA; Qingdao Univ Sci & Technol, Coll Mat Sci & Engn, Qingdao 266042, Peoples R China"
152,"Experimental Realization of a Three-Dimensional Topological Insulator, Bi2Te3","Chen, YL Analytis, JG ... Shen, ZX",Jul 10 2009,SCIENCE,2743,25,/wos/woscc/full-record/WOS:000267802000040,"Chen, YL; Analytis, JG; Chu, JH; Liu, ZK; Mo, SK; Qi, XL; Zhang, HJ; Lu, DH; Dai, X; Fang, Z; Zhang, SC; Fisher, IR; Hussain, Z; Shen, ZX","SLAC Natl Accelerator Lab, Stanford Inst Mat & Energy Sci, Menlo Pk, CA 94025 USA; Stanford Univ, Dept Phys, Geballe Lab Adv Mat, Stanford, CA 94305 USA; Stanford Univ, Dept Appl Phys, Stanford, CA 94305 USA; Univ Calif Berkeley, Lawrence Berkeley Lab, Berkeley, CA 94720 USA; Chinese Acad Sci, Beijing Natl Lab Condensed Matter Phys, Beijing 100190, Peoples R China; Chinese Acad Sci, Inst Phys, Beijing 100190, Peoples R China"
153,The nitrogen-vacancy colour centre in diamond,"Doherty, MW Manson, NB ... Hollenberg, LCL",Jul 1 2013,PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS,1449,191,/wos/woscc/full-record/WOS:000321078100001,"Yan, Y; Gong, J; Chen, J; Zeng, Z; Huang, W; Pu, K; Liu, J; Chen, P","Northwestern Polytech Univ, Shaanxi Inst Flexible Elect, 127 West Youyi Rd, Xian 710072, Peoples R China; Nanyang Technol Univ, Sch Chem & Biomed Engn, 70 Nanyang Dr, Singapore 637457, Singapore; Zhejiang Sci Tech Univ, Sch Sci, Dept Chem, 928 Second Ave, Hangzhou 310018, Peoples R China"
154,Recent Advances on Graphene Quantum Dots: From Chemistry and Physics to Applications,"Yan, Y Gong, J ... Chen, P",May 2019,ADVANCED MATERIALS,406,265,/wos/woscc/full-record/WOS:000474801000015,"Doherty, MW; Manson, NB; Delaney, P; Jelezko, F; Wrachtrup, J; Hollenberg, LCL","Univ Melbourne, Sch Phys, Melbourne, Vic 3010, Australia; Australian Natl Univ, Res Sch Phys & Engn, Laser Phys Ctr, Canberra, ACT 0200, Australia; Queens Univ Belfast, Sch Math & Phys, Belfast BT7 1NN, Antrim, North Ireland; Univ Ulm, Inst Quantenopt, D-89073 Ulm, Germany; Univ Stuttgart, Inst Phys 3, D-70550 Stuttgart, Germany; Univ Stuttgart, Res Ctr SCOPE, D-70550 Stuttgart, Germany; Tyndall Natl Inst, Cork, Ireland"
155,Highly Emissive Covalent Organic Frameworks,"Dalapati, S Jin, EQ ... Jiang, DL",May 11 2016,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,383,39,/wos/woscc/full-record/WOS:000375889100015,"Dalapati, S; Jin, EQ; Addicoat, M; Heine, T; Jiang, DL","Japan Adv Inst Sci & Technol, Sch Mat Sci, Field Energy & Environm, 1-1 Asahidai, Nomi 9231292, Japan; SOKENDAI, Sch Phys Sci, Dept Struct Mol Sci, Hayama, Kanagawa 2400193, Japan; Univ Leipzig, Wilhelm Ostwald Inst Phys & Theoret Chem, Linnestr 2, D-04103 Leipzig, Germany"
156,Theoretical surface science and catalysis - Calculations and concepts,"Hammer, B Norskov, JK",2000,"ADVANCES IN CATALYSIS, VOL 45",2881,158,/wos/woscc/full-record/WOS:000089180200002,"Hammer, B; Norskov, JK; Gates, BC; Knozinger, H","Aalborg Univ, Inst Phys, DK-9220 Aalborg, Denmark; Tech Univ Denmark, Dept Phys, Ctr Atom Scale Mat Phys, DK-2800 Lyngby, Denmark"
157,"Carbon dots-Emerging light emitters for bioimaging, cancer therapy and optoelectronics","Hola, K Zhang, Y ... Rogach, AL",Oct 2014,NANO TODAY,658,111,/wos/woscc/full-record/WOS:000347768100009,"Hola, K; Zhang, Y; Wang, Y; Giannelis, EP; Zboril, R; Rogach, AL","Palacky Univ, Fac Sci, Reg Ctr Adv Technol & Mat, Dept Phys Chem, CR-77147 Olomouc, Czech Republic; City Univ Hong Kong, Dept Phys & Mat Sci, Hong Kong, Hong Kong, Peoples R China; City Univ Hong Kong, Ctr Funct Photon, Hong Kong, Hong Kong, Peoples R China; Cornell Univ, Dept Mat Sci & Engn, Ithaca, NY 14853 USA"
