,authors_full,affiliation
175,"O'Connell, MJ; Bachilo, SM; Huffman, CB; Moore, VC; Strano, MS; Haroz, EH; Rialon, KL; Boul, PJ; Noon, WH; Kittrell, C; Ma, JP; Hauge, RH; Weisman, RB; Smalley, RE","Rice Univ, Dept Chem, Rice Quantum Inst, Houston, TX 77005 USA; Rice Univ, Ctr Nanoscale Sci & Technol, Houston, TX 77005 USA; Rice Univ, Dept Phys, Houston, TX 77005 USA; Rice Univ, Dept Bioengn, Houston, TX 77005 USA; Baylor Coll Med, Grad Program Sturct & Computat Biol & Mol Biophys, Verna & Marrs McLean Dept Biochem & Mol Biol, Houston, TX 77030 USA"
176,"Tian, N; Zhang, YH; Li, XW; Xiao, K; Du, X; Dong, F; Waterhouse, GIN; Zhang, TR; Huang, HW","China Univ Geosci, Sch Mat Sci & Technol, Natl Lab Mineral Mat, Beijing Key Lab Mat Utilizat Nonmetall Minerals &, Beijing 100083, Peoples R China; Univ Sci & Technol Beijing, Dept Chem & Biol Engn, Res Ctr Bioengn & Sensing Technol, Beijing 100083, Peoples R China; Chongqing Technol & Business Univ, Chongqing Key Lab Catalysis & Funct Organ Mol, Chongqing 400067, Peoples R China; Univ Auckland, Sch Chem Sci, Auckland 1142, New Zealand; Chinese Acad Sci, Tech Inst Phys & Chem, Key Lab Photochem Convers & Optoelect Mat, Beijing 100190, Peoples R China; Penn State Univ, Dept Chem, University Pk, PA 16802 USA"
177,"Zheng, W; Huang, P; Tu, DT; Ma, E; Zhu, HM; Chen, XY","Chinese Acad Sci, Fujian Inst Res Struct Matter, Key Lab Optoelect Mat Chem & Phys, Fuzhou 350002, Fujian, Peoples R China; Chinese Acad Sci, Fujian Inst Res Struct Matter, Key Lab Design & Assembly Funct Nanostruct, Fuzhou 350002, Fujian, Peoples R China; Chinese Acad Sci, Fujian Inst Res Struct Matter, State Key Lab Struct Chem, Fuzhou 350002, Fujian, Peoples R China"
178,"Peng, F; Su, YY; Zhong, YL; Fan, CH; Lee, ST; He, Y","Suzhou Univ, Inst Funct Nano & Soft Mat FUNSOM, Suzhou 215123, Jiangsu, Peoples R China; Suzhou Univ, Collaborat Innovat Ctr Suzhou Nano Sci & Technol, Suzhou 215123, Jiangsu, Peoples R China; Chinese Acad Sci, Phys Biol Lab, Shanghai Inst Appl Phys, Shanghai 201800, Peoples R China"
179,"Sun, C; Zhang, Y; Ruan, C; Yin, CY; Wang, XY; Wang, YD; Yu, WW","Jilin Univ, Coll Elect Sci & Engn, State Key Lab Integrated Optoelect, Changchun 130012, Peoples R China; Nanjing Univ, Natl Lab Solid State Microstruct, Nanjing 210093, Jiangsu, Peoples R China; Nanjing Univ, Collaborat Innovat Ctr Adv Microstruct, Sch Phys, Nanjing 210093, Jiangsu, Peoples R China; Louisiana State Univ, Dept Chem & Phys, Shreveport, LA 71115 USA"
180,"Xu, FY; Meng, K; Cheng, B; Wang, SY; Xu, JS; Yu, JG","Wuhan Univ Technol, State Key Lab Adv Technol Mat Synth & Proc, Wuhan 430070, Peoples R China; Adv Energy Sci & Technol Guangdong Lab, Foshan Xianhu Lab, Foshan 528200, Peoples R China; Huazhong Agr Univ, Coll Sci, Wuhan 430070, Peoples R China; Queensland Univ Technol, Sch Chem & Phys, Brisbane, Qld 4001, Australia; Queensland Univ Technol, Ctr Mat Sci, Brisbane, Qld 4001, Australia"
181,"Liu, J; Wu, C; Xiao, DD; Kopold, P; Gu, L; van Aken, PA; Maier, J; Yu, Y","Max Planck Inst Solid State Res, Heisenbergstr 1, D-70569 Stuttgart, Germany; S China Univ Technol, Sch Mat Sci & Engn, Key Lab Adv Energy Storage Mat Guangdong Prov, Guangzhou 510641, Guangdong, Peoples R China; Chinese Acad Sci, Inst Phys, Beijing Natl Lab Condensed Matter Phys, Beijing 100190, Peoples R China; Collaborat Innovat Ctr Quantum Matter, Beijing 100190, Peoples R China; Univ Sci & Technol China, Chinese Acad Sci, Dept Chem & Mat Sci, Key Lab Mat Energy Convers, Hefei 230026, Anhui, Peoples R China"
182,"Konig, M; Wiedmann, S; Brune, C; Roth, A; Buhmann, H; Molenkamp, LW; Qi, XL; Zhang, SC","Univ Wurzburg, Inst Phys, EP 3, D-97074 Wurzburg, Germany; Stanford Univ, Dept Phys, Stanford, CA 94305 USA"
183,"Faraji, M; Yousefi, M; Yousefzadeh, S; Zirak, M; Naseri, N; Jeon, TH; Choi, W; Moshfegh, AZ","Sharif Univ Technol, Dept Phys, Tehran 111559161, Iran; Islamic Azad Univ, Dept Chem, North Tehran Branch, POB 16511-53311, Tehran, Iran; Sharif Univ Technol, Inst Nanosci & Nanotechnol, POB 14588-8969, Tehran, Iran; Sharif Univ Technol, Dept Phys, Fac Sci, POB 51335-1996, Tehran, Iran; Hakim Sabzevari Univ, Dept Phys, POB 961797648, Sabzevar, Iran; Pohang Univ Sci & Technol POSTECH, Div Environm Sci & Engn, Pohang 37673, South Korea"
184,"De Roo, J; Ibanez, M; Geiregat, P; Nedelcu, G; Walravens, W; Maes, J; Martins, JC; Van Driessche, I; Koyalenko, MV; Hens, Z","Univ Ghent, Sol Gel Ctr Res Inorgan Powders & Thin Films Synt, B-9000 Ghent, Belgium; Univ Ghent, Phys & Chem Nanostruct Grp PCN, B-9000 Ghent, Belgium; Univ Ghent, NMR & Struct Anal Unit, B-9000 Ghent, Belgium; ETH, Inorgan Chem Lab, CH-8093 Zurich, Switzerland; Empa Swiss Fed Labs Mat Sci & Technol, Lab Thin Films & Photovolta, CH-8600 Dubendorf, Switzerland; Univ Ghent, Ctr Nano & Biophoton, B-9000 Ghent, Belgium"
185,"Schaibley, JR; Yu, HY; Clark, G; Rivera, P; Ross, JS; Seyler, KL; Yao, W; Xu, XD","Univ Washington, Dept Phys, Seattle, WA 98195 USA; Univ Hong Kong, Dept Phys, Hong Kong, Hong Kong, Peoples R China; Univ Hong Kong, Ctr Theoret & Computat Phys, Hong Kong, Hong Kong, Peoples R China; Univ Washington, Dept Mat Sci & Engn, Seattle, WA 98195 USA"
186,"Yan, HJ; Yang, JH; Ma, GJ; Wu, GP; Zong, X; Lei, ZB; Shi, JY; Li, C","Chinese Acad Sci, Dalian Inst Chem Phys, State Key Lab Catalysis, Dalian 116023, Peoples R China; Chinese Acad Sci, Grad Univ, Beijing 100049, Peoples R China"
187,"Miroshnichenko, AE; Flach, S; Kivshar, YS","Australian Natl Univ, Nonlinear Phys Ctr, Canberra, ACT 0200, Australia; Australian Natl Univ, Ctr Ultrahigh Bandwidth Devices Opt Syst CUDOS, Res Sch Phys & Engn, Canberra, ACT 0200, Australia; Max Planck Inst Phys Komplexer Syst, D-01187 Dresden, Germany"
188,"Stoumpos, CC; Malliakas, CD; Peters, JA; Liu, ZF; Sebastian, M; Im, J; Chasapis, TC; Wibowo, AC; Chung, DY; Freeman, AJ; Wessels, BW; Kanatzidis, MG","Argonne Natl Lab, Div Mat Sci, Argonne, IL 60439 USA; Northwestern Univ, Dept Chem, Evanston, IL 60208 USA; Northwestern Univ, Dept Mat Sci & Engn, Evanston, IL 60208 USA; Northwestern Univ, Dept Phys & Astron, Evanston, IL 60208 USA"
189,"Kane, CL; Mele, EJ","Univ Penn, Dept Phys & Astron, Philadelphia, PA 19104 USA"
190,"NAKAMURA, S; MUKAI, T; SENOH, M","NICHIA CHEM IND LTD, DEPT RES & DEV, 491 OKA, TOKUSHIMA 774, JAPAN"
191,"Yan, BH; Felser, C; Marchetti, MC; Sachdev, S","Max Planck Inst Chem Phys Solids, Dept Solid State Chem, D-01187 Dresden, Germany"
192,"Ding, SY; You, EM; Tian, ZQ; Moskovits, M","Xiamen Univ, State Key Lab Phys Chem Solid Surfaces PCOSS, Collaborat Innovat Ctr Chem Energy Mat IChEM, Xiamen 361005, Peoples R China; Xiamen Univ, Dept Chem, Coll Chem & Chem Engn, Xiamen 361005, Peoples R China; Xiamen Univ, Graphene Ind & Engn Res Inst, Xiamen 361005, Peoples R China; Univ Calif Santa Barbara, Dept Chem & Biochem, Santa Barbara, CA 93106 USA"
193,"Ugeda, MM; Bradley, AJ; Shi, SF; da Jornada, FH; Zhang, Y; Qiu, DY; Ruan, W; Mo, SK; Hussain, Z; Shen, ZX; Wang, F; Louie, SG; Crommie, MF","Univ Calif Berkeley, Dept Phys, Berkeley, CA 94720 USA; Univ Calif Berkeley, Lawrence Berkeley Natl Lab, Div Mat Sci, Berkeley, CA 94720 USA; Univ Calif Berkeley, Lawrence Berkeley Natl Lab, Adv Light Source, Berkeley, CA 94720 USA; SLAC Natl Accelerator Lab, Stanford Inst Mat & Energy Sci, Menlo Pk, CA 94025 USA; Tsinghua Univ, Dept Phys, State Key Lab Low Dimens Quantum Phys, Beijing 100084, Peoples R China; Stanford Univ, Geballe Lab Adv Mat, Dept Phys, Stanford, CA 94305 USA; Stanford Univ, Dept Appl Phys, Stanford, CA 94305 USA; Univ Calif Berkeley, Kavli Energy NanoSci Inst, Berkeley, CA 94720 USA; Univ Calif Berkeley, Lawrence Berkeley Natl Lab, Berkeley, CA 94720 USA"
194,"Wu, JX; Yuan, HT; Meng, MM; Chen, C; Sun, Y; Chen, ZY; Dang, WH; Tan, CW; Liu, YJ; Yin, JB; Zhou, YB; Huang, SY; Xu, HQ; Cui, Y; Hwang, HY; Liu, ZF; Chen, YL; Yan, BH; Peng, HL","Peking Univ, Ctr Nanochem, Coll Chem & Mol Engn, BNLMS, Beijing 100871, Peoples R China; Nanjing Univ, Coll Engn & Appl Sci, Nat Lab Solid State Microstruct, Nanjing 210093, Jiangsu, Peoples R China; Nanjing Univ, Collaborat Innovat Ctr Adv Microstruct, Nanjing 210093, Jiangsu, Peoples R China; Stanford Univ, Geballe Lab Adv Mat, Stanford, CA 94305 USA; SLAC Natl Accelerator Lab, Stanford Inst Mat & Energy Sci, Menlo Pk, CA 94025 USA; Peking Univ, Dept Elect, Key Lab Phys & Chem Nanodevices, Beijing 100871, Peoples R China; Univ Oxford, Dept Phys, Parks Rd, Oxford OX1 3PU, England; Univ Oxford, Clarendon Lab, Parks Rd, Oxford OX1 3PU, England; Max Planck Inst Chem Phys Solids, D-01187 Dresden, Germany; ShanghaiTech Univ, Sch Phys Sci & Technol, Shanghai 200031, Peoples R China"
195,"Bonilla, M; Kolekar, S; Ma, YJ; Diaz, HC; Kalappattil, V; Das, R; Eggers, T; Gutierrez, HR; Phan, MH; Batzill, M","Univ S Florida, Dept Phys, Tampa, FL 33620 USA"
196,"Chen, XJ; Shi, R; Chen, Q; Zhang, ZJ; Jiang, WJ; Zhu, YF; Zhang, TR","Tsinghua Univ, Dept Chem, Beijing 100084, Peoples R China; Chinese Acad Sci, Tech Inst Phys & Chem, Key Lab Photochem Convers & Optoelect Mat, Beijing 100190, Peoples R China; Xiamen Univ, Coll Chem & Chem Engn, Xiamen 361005, Peoples R China"
197,"Wang, C; He, QY; Halim, U; Liu, YY; Zhu, EB; Lin, ZY; Xiao, H; Duan, XD; Feng, ZY; Cheng, R; Weiss, NO; Ye, GJ; Huang, YC; Wu, H; Cheng, HC; Shakir, I; Liao, L; Chen, XH; Goddard, WA; Huang, Y; Duan, XF","Univ Calif Los Angeles, Dept Mat Sci & Engn, Los Angeles, CA 90095 USA; Univ Calif Los Angeles, Dept Chem & Biochem, Los Angeles, CA 90095 USA; CALTECH, Mat & Proc Simulat Ctr, Pasadena, CA 91125 USA; Hunan Univ, Sch Phys & Elect, Coll Chem & Chem Engn, State Key Lab Chemo Biosensing & Chemometr, Changsha 410082, Hunan, Peoples R China; Univ Sci & Technol China, Key Lab Strongly Coupled Quantum Matter Phys, Hefei Natl Lab Phys Sci Microscale, Hefei 230026, Anhui, Peoples R China; Univ Sci & Technol China, Dept Phys, Hefei 230026, Anhui, Peoples R China; King Saud Univ, Coll Engn, Sustainable Energy Technol Ctr, Riyadh 11421, Saudi Arabia; Univ Calif Los Angeles, Calif Nanosyst Inst, Los Angeles, CA 90095 USA; Univ Texas Austin, Texas Mat Inst, Austin, TX 78712 USA; Univ Texas Austin, Dept Mech Engn, Austin, TX 78712 USA"
198,"Raissi, M; Perdikaris, P; Karniadakis, GE","Brown Univ, Div Appl Math, Providence, RI 02912 USA; Univ Penn, Dept Mech Engn & Appl Mech, Philadelphia, PA 19104 USA"
199,"Liu, ZK; Lau, SP; Yan, F","Hong Kong Polytech Univ, Dept Appl Phys, Hong Kong, Hong Kong, Peoples R China; Hong Kong Polytech Univ, Mat Res Ctr, Hong Kong, Hong Kong, Peoples R China"
200,"Yu, HJ; Zhao, YF; Zhou, C; Shang, L; Peng, Y; Cao, YH; Wu, LZ; Tung, CH; Zhang, TR","Chinese Acad Sci, Tech Inst Phys & Chem, Key Lab Photochem Convers & Optoelect Mat, Beijing 100190, Peoples R China; Univ Chinese Acad Sci, Beijing 10049, Peoples R China"
201,"Qian, XF; Liu, JW; Fu, L; Li, J","MIT, Dept Nucl Sci & Engn, Cambridge, MA 02139 USA; MIT, Dept Mat Sci & Engn, Cambridge, MA 02139 USA; MIT, Dept Phys, Cambridge, MA 02139 USA"
202,"Stolarczyk, JK; Bhattacharyya, S; Polavarapu, L; Feldmann, J","Ludwig Maximilians Univ Munchen, Photon & Optoelect Grp, Dept Phys, Amalienstr 54, D-80799 Munich, Germany; Ludwig Maximilians Univ Munchen, Ctr Nanosci CeNS, Amalienstr 54, D-80799 Munich, Germany; NIM, Schellingstr 4, D-80799 Munich, Germany"
203,"Zhang, WM; Yao, XY; Zhou, SN; Li, XW; Li, L; Yu, Z; Gu, L","Hebei Univ, Coll Phys Sci & Technol, Baoding 071002, Peoples R China; Dalian Univ Technol, DUT KTH Joint Educ & Res Ctr Mol Devices, Inst Artificial Photosynth, State Key Lab Fine Chem, Dalian 116024, Peoples R China; Univ Chinese Acad Sci, Sch Phys Sci, Collaborat Innovat Ctr Quantum Matter,Chinese Aca, Beijing Natl Lab Condensed Matter Phys,Inst Phys, Beijing 100049, Peoples R China"
204,"Ong, WJ; Putri, LK; Tan, YC; Tan, LL; Li, N; Ng, YH; Wen, XM; Chai, SP","ASTAR, IMRE, 2 Fusionopolis Way Innovis, Singapore 138634, Singapore; Monash Univ, Sch Engn, Chem Engn Discipline, Multidisciplinary Platform Adv Engn, Jalan Lagoon Selatan, Bandar Sunway 47500, Selangor, Malaysia; Heriot Watt Univ, Sch Engn & Phys Sci, Chem Engn, Jalan Venna P5-2,Precinct 5, Putrajaya 62200, Malaysia; Wuhan Univ Technol, State Key Lab Silicate Mat Architectures, 122 Luoshi Rd, Wuhan 430070, Peoples R China; Univ New South Wales, Sch Chem Engn, Particles & Catalysis Res Grp PARTCAT, Sydney, NSW 2052, Australia; Univ New South Wales, Sch Photovolta & Renewable Energy Engn, Australian Ctr Adv Photovolta, Sydney, NSW 2052, Australia"
205,"Lan, MH; Zhao, SJ; Liu, WM; Lee, CS; Zhang, WJ; Wang, PF","Cent South Univ, Key Lab Hunan Prov Water Environm & Agr Prod Safe, Coll Chem & Chem Engn, Changsha 410083, Hunan, Peoples R China; Chinese Acad Sci, Key Lab Photochem Convers & Optoelect Mat, Tech Inst Phys & Chem, Beijing 100190, Peoples R China; Chinese Acad Sci, CityU CAS Joint Lab Funct Mat & Devices, Tech Inst Phys & Chem, Beijing 100190, Peoples R China; City Univ Hong Kong, Ctr Super Diamond & Adv Films COSDAF, Hong Kong, Peoples R China; City Univ Hong Kong, Dept Mat Sci & Engn, Hong Kong, Peoples R China"
206,"Chuang, CHM; Brown, PR; Bulovic, V; Bawendi, MG","MIT, Dept Mat Sci & Engn, Cambridge, MA 02139 USA; MIT, Dept Phys, Cambridge, MA 02139 USA; MIT, Dept Elect Engn & Comp Sci, Cambridge, MA 02139 USA; MIT, Dept Chem, Cambridge, MA 02139 USA"
207,"Han, C; Wang, YD; Lei, YP; Wang, B; Wu, N; Shi, Q; Li, Q","Natl Univ Def Technol, Sci & Technol Adv Ceram Fibers & Composites Lab, Changsha 410073, Hunan, Peoples R China; Wuhan Text Univ, Coll Mat Sci & Engn, Wuhan 430074, Peoples R China; Natl Univ Def Technol, Coll Basic Educ, Changsha 410073, Hunan, Peoples R China; Tsinghua Univ, State Key Lab Low Dimens Quantum Phys, Beijing 100084, Peoples R China; Tsinghua Univ, Dept Chem, Beijing 100084, Peoples R China"
208,"Jamesh, MI; Sun, XM","Beijing Univ Chem Technol, Coll Energy, State Key Lab Chem Resource Engn, Beijing Adv Innovat Ctr Soft Matter Sci & Engn, Beijing 100029, Peoples R China; City Univ Hong Kong, Dept Phys & Mat Sci, Tat Chee Ave, Kowloon, Hong Kong, Peoples R China; Univ Sydney, Sch Phys A28, Appl & Plasma Phys, Sydney, NSW 2006, Australia; CSIR Cent Electrochem Res Inst, Chennai Unit, CSIR Madras Complex, Madras 600113, Tamil Nadu, India"
209,"Xia, H; Hong, CY; Li, B; Zhao, B; Lin, ZX; Zheng, MB; Savilov, SV; Aldoshin, SM","Nanjing Univ Sci & Technol, Sch Mat Sci & Engn, Nanjing 210094, Jiangsu, Peoples R China; Nanjing Univ Sci & Technol, Herbert Gleiter Inst Nanosci, Nanjing 210094, Jiangsu, Peoples R China; Nanjing Univ, Sch Elect Sci & Engn, Nanjing Natl Lab Microstruct, Nanjing 210093, Jiangsu, Peoples R China; Moscow MV Lomonosov State Univ, Dept Chem, Moscow 119991, Russia; Moscow MV Lomonosov State Univ, Dept Phys Chem Engn, Moscow 119991, Russia"
210,"Li, R; Hu, JH; Deng, MS; Wang, HL; Wang, XJ; Hu, YL; Jiang, HL; Jiang, J; Zhang, Q; Xie, Y; Xiong, YJ","Univ Sci & Technol China, Hefei Natl Lab Phys Sci Microscale, Collaborat Innovat Ctr Chem Energy Mat iChEM, Synerget Innovat Ctr Quantum Informat & Quantum P, Hefei 230026, Anhui, Peoples R China; Univ Sci & Technol China, Sch Chem & Mat Sci, Anhua 230026, Peoples R China; Guizhou Normal Coll, Guizhou Prov Key Lab Computat Nanomat Sci, Guiyang 550018, Peoples R China"
211,"Luo, DY; Su, R; Zhang, W; Gong, QH; Zhu, R","Peking Univ, State Key Lab Artificial Microstruct & Mesoscop P, Frontiers Sci Ctr Nanooptoelect & Collaborat Inno, Sch Phys,Ctr Quantum Matter, Beijing 100871, Peoples R China; Univ Surrey, Adv Technol Inst, Guildford GU2 7XH, Surrey, England; Zhengzhou Univ, SCICDLCEM, Sch Mat Sci & Engn, Zhengzhou 450001, Peoples R China; Shanxi Univ, Collaborat Innovat Ctr Extreme Opt, Taiyuan 030006, Shanxi, Peoples R China"
212,"Yuan, HT; Liu, XG; Afshinmanesh, F; Li, W; Xu, G; Sun, J; Lian, B; Curto, AG; Ye, GJ; Hikita, Y; Shen, ZX; Zhang, SC; Chen, XH; Brongersma, M; Hwang, HY; Cui, Y","Stanford Univ, Geballe Lab Adv Mat, Stanford, CA 94305 USA; Stanford Inst Mat & Energy Sci, SLAC Natl Accelerator Lab, Menlo Pk, CA 94025 USA; Univ Sci & Technol China, Hefei Natl Lab Phys Sci Microscale, Hefei 230026, Anhui, Peoples R China; Univ Sci & Technol China, Dept Phys, Hefei 230026, Anhui, Peoples R China; Chinese Acad Sci, Key Lab Strongly Coupled Quantum Matter Phys, Hefei 230026, Anhui, Peoples R China; Chinese Acad Sci, High Field Magnet Lab, Hefei 230031, Anhui, Peoples R China; Nanjing Univ, Collaborat Innovat Ctr Adv Microstruct, Nanjing 210093, Jiangsu, Peoples R China"
213,"Huang, B; Clark, G; Klein, DR; MacNeill, D; Navarro-Moratalla, E; Seyler, KL; Wilson, N; McGuire, MA; Cobden, DH; Xiao, D; Yao, W; Jarillo-Herrero, P; Xu, XD","Univ Washington, Dept Phys, Seattle, WA 98195 USA; Univ Washington, Dept Mat Sci & Engn, Seattle, WA 98195 USA; MIT, Dept Phys, Cambridge, MA 02139 USA; Univ Valencia, Inst Ciencia Mol, Paterna, Spain; Oak Ridge Natl Lab, Mat Sci & Technol Div, Oak Ridge, TN USA; Carnegie Mellon Univ, Dept Phys, Pittsburgh, PA 15213 USA; Univ Hong Kong, Dept Phys, Hong Kong, Hong Kong, Peoples R China; Univ Hong Kong, Ctr Theoret & Computat Phys, Hong Kong, Hong Kong, Peoples R China"
214,"Deschler, F; Price, M; Pathak, S; Klintberg, LE; Jarausch, DD; Higler, R; Huttner, S; Leijtens, T; Stranks, SD; Snaith, HJ; Atature, M; Phillips, RT; Friend, RH","Univ Cambridge, Cavendish Lab, Cambridge CB3 0HE, England; Univ Oxford, Clarendon Lab, Oxford OX1 3PU, England"
215,"Chao, DL; Zhu, CR; Xia, XH; Liu, JL; Zhang, X; Wang, J; Liang, P; Lin, JY; Zhang, H; Shen, ZX; Fan, HJ","Nanyang Technol Univ, Sch Phys & Math Sci, Singapore 637371, Singapore; Nanyang Technol Univ, Sch Mat Sci & Engn, Singapore 639798, Singapore; Nanyang Technol Univ, Energy Res Inst, Singapore 639798, Singapore; China Jiliang Univ, Coll Optic & Elect Technol, Hangzhou 310038, Zhejiang, Peoples R China"
216,"Ahmadi, M; Wu, T; Hu, B","Univ Tennessee, Dept Mat Sci & Engn, Joint Inst Adv Mat, Knoxville, TN 37996 USA; Beijing Jiaotong Univ, Coll Sci, Beijing 100044, Peoples R China"
217,"Yang, B; Chen, JS; Hong, F; Mao, X; Zheng, KB; Yang, SQ; Li, YJ; Pullerits, T; Deng, WQ; Han, KL","Chinese Acad Sci, Dalian Inst Chem Phys, State Key Lab Mol React Dynam, Dalian 116023, Peoples R China; Univ Chinese Acad Sci, Beijing 100039, Peoples R China; Lund Univ, Dept Chem Phys, POB 124, S-22100 Lund, Sweden; Lund Univ, NanoLund Chem Ctr, POB 124, S-22100 Lund, Sweden"
218,"Zhang, N; Jalil, A; Wu, DX; Chen, SM; Liu, YF; Gao, C; Ye, W; Qi, ZM; Ju, HX; Wang, CM; Wu, XJ; Song, L; Zhu, JF; Xiong, YJ","Univ Sci & Technol China, Hefei Natl Lab Phys Sci Microscale, iChEM Collaborat Innovat Ctr Chem Energy Mat, Sch Chem & Mat Sci, Hefei 230026, Anhui, Peoples R China; Univ Sci & Technol China, Natl Synchrotron Radiat Lab, Hefei 230026, Anhui, Peoples R China"
219,"Tan, CL; Luo, ZM; Chaturvedi, A; Cai, YQ; Du, YH; Gong, Y; Huang, Y; Lai, ZC; Zhang, X; Zheng, LR; Qi, XY; Goh, MH; Wang, J; Han, SK; Wu, XJ; Gu, L; Kloc, C; Zhang, H","Nanyang Technol Univ, Sch Mat Sci & Engn, Ctr Programmable Mat, 50 Nanyang Ave, Singapore 639798, Singapore; ASTAR, Inst High Performance Comp, 1 Fusionopolis Way, Singapore 138632, Singapore; ASTAR, Inst Chem & Engn Sci, Singapore 627833, Singapore; Chinese Acad Sci, Inst Phys, Beijing Natl Lab Condensed Matter Phys, Beijing 100190, Peoples R China; Chinese Acad Sci, Inst High Energy Phys, Beijing Synchrotron Radiat Facil, Beijing 100049, Peoples R China; ASTAR, Singapore Inst Mfg Technol, 71 Nanyang Dr, Singapore 638075, Singapore"
220,"Liu, XK; Xu, WD; Bai, S; Jin, YZ; Wang, JP; Friend, RH; Gao, F","Linkoping Univ, Dept Phys Chem & Biol IFM, Linkoping, Sweden; Zhejiang Univ, State Key Lab Silicon Mat, Ctr Chem High Performance & Novel Mat, Hangzhou, Peoples R China; Zhejiang Univ, Dept Chem, Hangzhou, Peoples R China; Nanjing Tech Univ NanjingTech, Inst Adv Mat IAM, Key Lab Flexible Elect KLOFE, Nanjing, Peoples R China; Univ Cambridge, Cavendish Lab, Cambridge, England"
221,"Wang, H; Liu, FC; Fu, W; Fang, ZY; Zhou, W; Liu, Z","Nanyang Technol Univ, Sch Mat Sci & Engn, Singapore 639798, Singapore; Peking Univ, State Key Lab Mesoscop Phys, Sch Phys, Beijing 100871, Peoples R China; Collaborat Innovat Ctr Quantum Matter, Beijing 100871, Peoples R China; Rice Univ, Dept Elect & Comp Engn, Houston, TX 77005 USA; Rice Univ, Lab Nanophoton, Houston, TX 77005 USA; Oak Ridge Natl Lab, Mat Sci & Technol Div, Oak Ridge, TN 37831 USA; Nanyang Technol Univ, Sch Elect & Elect Engn, Nanoelect Ctr Excellence, NOVITAS, Singapore 639798, Singapore; CINTRA CNRS NTU THALES, UMI 3288, Singapore 637553, Singapore"
222,"Ladd, TD; Jelezko, F; Laflamme, R; Nakamura, Y; Monroe, C; O'Brien, JL","Univ Bristol, Ctr Quantum Photon, HH Wills Phys Lab, Bristol BS8 1UB, Avon, England; Univ Bristol, Dept Elect & Elect Engn, Bristol BS8 1UB, Avon, England; Stanford Univ, Edward L Ginzton Lab, Stanford, CA 94305 USA; Univ Stuttgart, Inst Phys 3, D-70550 Stuttgart, Germany; Univ Waterloo, Inst Quantum Comp, Waterloo, ON N2L 3G1, Canada; Univ Waterloo, Dept Phys & Astron, Waterloo, ON N2L 3G1, Canada; Perimeter Inst, Waterloo, ON N2L 2Y5, Canada; NEC Corp Ltd, Nano Elect Res Labs, Tsukuba, Ibaraki 3058501, Japan; RIKEN, Inst Phys & Chem Res, Wako, Saitama 3510198, Japan; Univ Maryland, Dept Phys, Joint Quantum Inst, College Pk, MD 20742 USA; NIST, College Pk, MD 20742 USA"
223,"Luo, DY; Yang, WQ; Wang, ZP; Sadhanala, A; Hu, Q; Su, R; Shivanna, R; Trindade, GF; Watts, JF; Xu, ZJ; Liu, TH; Chen, K; Ye, FJ; Wu, P; Zhao, LC; Wu, J; Tu, YG; Zhang, YF; Yang, XY; Zhang, W; Friend, RH; Gong, QH; Snaith, HJ; Zhu, R","Peking Univ, Dept Phys, State Key Lab Artificial Microstruct & Mesoscop P, Beijing 100871, Peoples R China; Collaborat Innovat Ctr Quantum Matter, Beijing 100871, Peoples R China; Univ Oxford, Dept Phys, Clarendon Lab, Parks Rd, Oxford OX1 3PU, England; Cavendish Lab, JJ Thomson Ave, Cambridge CB3 0HE, England; Univ Surrey, Fac Engn & Phys Sci, Surface Anal Lab, Guildford GU2 7XH, Surrey, England; Univ Surrey, Adv Technol Inst, Guildford GU2 7XH, Surrey, England; Shanxi Univ, Collaborat Innovat Ctr Extreme Opt, Taiyuan 030006, Shanxi, Peoples R China"
224,"Shao, JD; Xie, HH; Huang, H; Li, ZB; Sun, ZB; Xu, YH; Xiao, QL; Yu, XF; Zhao, YT; Zhang, H; Wang, HY; Chu, PK","Chinese Acad Sci, Shenzhen Inst Adv Technol, Inst Biomed & Biotechnol, Shenzhen 518055, Peoples R China; Shenzhen Univ, SZU NUS Collaborat Innovat Ctr Optoelect Sci & Te, Shenzhen 518060, Peoples R China; Shenzhen Univ, Key Lab Optoelect Devices & Syst, Minist Educ & Guangdong Prov, Coll Optoelect Engn, Shenzhen 518060, Peoples R China; City Univ Hong Kong, Dept Phys & Mat Sci, Tat Chee Ave, Kowloon 999077, Hong Kong, Peoples R China"
225,"Zhang, XY; Lin, H; Huang, H; Reckmeier, C; Zhang, Y; Choy, WCH; Rogach, AL","City Univ Hong Kong, Dept Phys & Mat Sci, Kowloon, Hong Kong, Peoples R China; City Univ Hong Kong, Ctr Funct Photon, Kowloon, Hong Kong, Peoples R China; Jilin Univ, State Key Lab Integrated Optoelect, Changchun 130012, Peoples R China; Jilin Univ, Coll Elect Sci & Engn, Changchun 130012, Peoples R China; Univ Hong Kong, Dept Elect & Elect Engn, Pokfulam Rd, Hong Kong, Hong Kong, Peoples R China"
226,"Ding, HL; Zhang, YX; Wang, S; Xu, JM; Xu, SC; Li, GH","Chinese Acad Sci, Inst Solid State Phys, Key Lab Mat Phys, Anhui Key Lab Nanomat & Nanotechnol, Hefei 230031, Peoples R China"
